filename,notes,authors,licenses,url1,url2,url3,url4,url5,status
facial/male/mustache/brown.png,,"JaidynReiman, Nemisys","CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-brunet-mustache,,,,,OK
facial/male/mustache/brown2.png,,"JaidynReiman, Nemisys","CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-brunet-mustache,,,,,OK
facial/male/mustache/brunette.png,,"JaidynReiman, Nemisys","CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-brunet-mustache,,,,,OK
facial/male/mustache/brunette2.png,,"JaidynReiman, Nemisys","CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-brunet-mustache,,,,,OK
facial/male/mustache/dark-blonde.png,,"JaidynReiman, Nemisys","CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-brunet-mustache,,,,,OK
facial/male/mustache/gold.png,,"JaidynReiman, Nemisys","CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-brunet-mustache,,,,,OK
facial/male/mustache/gray.png,,"JaidynReiman, Nemisys","CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-brunet-mustache,,,,,OK
facial/male/mustache/gray2.png,,"JaidynReiman, Nemisys","CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-brunet-mustache,,,,,OK
facial/male/mustache/green.png,,"JaidynReiman, Nemisys","CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-brunet-mustache,,,,,OK
facial/male/mustache/green2.png,,"JaidynReiman, Nemisys","CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-brunet-mustache,,,,,OK
facial/male/mustache/light-blonde.png,,"JaidynReiman, Nemisys","CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-brunet-mustache,,,,,OK
facial/male/mustache/light-blonde2.png,,"JaidynReiman, Nemisys","CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-brunet-mustache,,,,,OK
facial/male/mustache/pink.png,,"JaidynReiman, Nemisys","CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-brunet-mustache,,,,,OK
facial/male/mustache/pink2.png,,"JaidynReiman, Nemisys","CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-brunet-mustache,,,,,OK
facial/male/mustache/purple.png,,"JaidynReiman, Nemisys","CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-brunet-mustache,,,,,OK
facial/male/mustache/raven.png,,"JaidynReiman, Nemisys","CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-brunet-mustache,,,,,OK
facial/male/mustache/raven2.png,,"JaidynReiman, Nemisys","CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-brunet-mustache,,,,,OK
facial/male/mustache/redhead.png,,"JaidynReiman, Nemisys","CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-brunet-mustache,,,,,OK
facial/male/mustache/redhead2.png,,"JaidynReiman, Nemisys","CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-brunet-mustache,,,,,OK
facial/male/mustache/ruby-red.png,,"JaidynReiman, Nemisys","CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-brunet-mustache,,,,,OK
facial/male/mustache/white-blonde.png,,"JaidynReiman, Nemisys","CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-brunet-mustache,,,,,OK
facial/male/mustache/white-blonde2.png,,"JaidynReiman, Nemisys","CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-brunet-mustache,,,,,OK
facial/male/mustache/white-cyan.png,,"JaidynReiman, Nemisys","CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-brunet-mustache,,,,,OK
facial/male/mustache/white.png,,"JaidynReiman, Nemisys","CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-brunet-mustache,,,,,OK
feet,,,,,,,,,
feet/armor,,,,,,,,,
feet/armor/female,,"makrohn, wulax",,https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,,,,,
feet/armor/female/4.png,,"makrohn, wulax","CC-BY-SA 3.0, GPL 3.0",https://opengameart.org/content/lpc-medieval-fantasy-character-sprites,,,,,OK
